lga_name,postcode,suburb,crime_id,crime_name,average_incident
Cardinia,3782,clematis,E20,Breaches of orders,2.5
Cardinia,3782,clematis,Other,crimes against the person,1.0
Cardinia,3782,emerald,A20,Assault and related offences,14.4
Cardinia,3782,emerald,A50,Robbery,1.2
Cardinia,3782,emerald,A70,"Stalking, harassment and threatening behaviour",3.8
Cardinia,3782,emerald,A80,Dangerous and negligent acts endangering people,2.6666666666666665
Cardinia,3782,emerald,B10,Arson,4.5555555555555545
Cardinia,3782,emerald,B20,Property damage,24.8
Cardinia,3782,emerald,B30,Burglary/Break and enter,27.8
Cardinia,3782,emerald,B40,Theft,45.4
Cardinia,3782,emerald,B50,Deception,5.7
Cardinia,3782,emerald,B60,Bribery,1.0
Cardinia,3782,emerald,C10,Drug dealing and trafficking,1.1666666666666667
Cardinia,3782,emerald,C20,Cultivate or manufacture drugs,1.4
Cardinia,3782,emerald,C30,Drug use and possession,9.4
Cardinia,3782,emerald,D10,Weapons and explosives offences,3.888888888888889
Cardinia,3782,emerald,D20,Disorderly and offensive conduct,3.3
Cardinia,3782,emerald,D30,Public nuisance offences,1.5714285714285714
Cardinia,3782,emerald,E10,Justice procedures,1.875
Cardinia,3782,emerald,E20,Breaches of orders,13.4
Cardinia,3782,emerald,F30,Other government regulatory offences,1.0
Cardinia,3782,emerald,F90,Miscellaneous offences,7.5
Cardinia,3782,emerald,Other,crimes against the person,5.1
Casey,3156,lysterfield south,A20,Assault and related offences,1.8333333333333333
Casey,3156,lysterfield south,A70,"Stalking, harassment and threatening behaviour",1.4
Casey,3156,lysterfield south,A80,Dangerous and negligent acts endangering people,1.0
Casey,3156,lysterfield south,B10,Arson,1.0
Casey,3156,lysterfield south,B20,Property damage,3.4444444444444446
Casey,3156,lysterfield south,B30,Burglary/Break and enter,5.8
Casey,3156,lysterfield south,B40,Theft,8.2
Casey,3156,lysterfield south,B50,Deception,1.6666666666666667
Casey,3156,lysterfield south,C10,Drug dealing and trafficking,1.0
Casey,3156,lysterfield south,C20,Cultivate or manufacture drugs,1.0
Casey,3156,lysterfield south,C30,Drug use and possession,4.6
Casey,3156,lysterfield south,D10,Weapons and explosives offences,1.2
Casey,3156,lysterfield south,D20,Disorderly and offensive conduct,1.0
Casey,3156,lysterfield south,E10,Justice procedures,1.0
Casey,3156,lysterfield south,E20,Breaches of orders,3.25
Casey,3156,lysterfield south,F90,Miscellaneous offences,2.25
Casey,3156,lysterfield south,Other,crimes against the person,3.0
Casey,3177,doveton,A50,Robbery,7.2
Casey,3177,doveton,A70,"Stalking, harassment and threatening behaviour",20.8
Casey,3177,doveton,A80,Dangerous and negligent acts endangering people,10.3
Casey,3177,doveton,B10,Arson,10.7
Casey,3177,doveton,B50,Deception,33.1
Casey,3177,doveton,C10,Drug dealing and trafficking,10.7
Casey,3177,doveton,C20,Cultivate or manufacture drugs,3.7
Casey,3177,doveton,C30,Drug use and possession,35.4
Casey,3177,doveton,D10,Weapons and explosives offences,27.2
Casey,3177,doveton,D20,Disorderly and offensive conduct,13.8
Casey,3177,doveton,D30,Public nuisance offences,3.2222222222222223
Casey,3177,doveton,E10,Justice procedures,17.8
Casey,3177,doveton,F20,Transport regulation offences,2.0
Casey,3177,doveton,F30,Other government regulatory offences,1.0
Casey,3177,doveton,F90,Miscellaneous offences,21.5
Casey,3177,doveton,Other,crimes against the person,22.1
Casey,3177,eumemmerring,A20,Assault and related offences,25.8
Casey,3177,eumemmerring,A50,Robbery,2.333333333333333
Casey,3177,eumemmerring,A70,"Stalking, harassment and threatening behaviour",5.1
Casey,3177,eumemmerring,A80,Dangerous and negligent acts endangering people,3.6
Casey,3177,eumemmerring,B10,Arson,3.4444444444444446
Casey,3177,eumemmerring,B20,Property damage,17.4
Casey,3177,eumemmerring,B30,Burglary/Break and enter,14.4
Casey,3177,eumemmerring,B50,Deception,8.8
Casey,3177,eumemmerring,C10,Drug dealing and trafficking,1.8888888888888888
Casey,3177,eumemmerring,C20,Cultivate or manufacture drugs,1.6
Casey,3177,eumemmerring,C30,Drug use and possession,9.7
Casey,3177,eumemmerring,D10,Weapons and explosives offences,6.4444444444444455
Casey,3177,eumemmerring,D20,Disorderly and offensive conduct,2.0
Casey,3177,eumemmerring,D30,Public nuisance offences,1.3333333333333333
Casey,3177,eumemmerring,E10,Justice procedures,5.375
Casey,3177,eumemmerring,E20,Breaches of orders,8.4
Casey,3177,eumemmerring,F30,Other government regulatory offences,1.0
Casey,3177,eumemmerring,F90,Miscellaneous offences,7.5
Casey,3177,eumemmerring,Other,crimes against the person,3.111111111111111
Casey,3802,endeavour hills,A50,Robbery,7.0
Casey,3802,endeavour hills,A70,"Stalking, harassment and threatening behaviour",26.1
Casey,3802,endeavour hills,A80,Dangerous and negligent acts endangering people,11.0
Casey,3802,endeavour hills,B10,Arson,10.7
Casey,3802,endeavour hills,B50,Deception,43.5
Casey,3802,endeavour hills,C10,Drug dealing and trafficking,7.3
Casey,3802,endeavour hills,C20,Cultivate or manufacture drugs,3.2857142857142856
Casey,3802,endeavour hills,C30,Drug use and possession,27.5
Casey,3802,endeavour hills,C90,Other drug offences,1.0
Casey,3802,endeavour hills,D10,Weapons and explosives offences,16.8
Casey,3802,endeavour hills,D20,Disorderly and offensive conduct,14.3
Casey,3802,endeavour hills,D30,Public nuisance offences,4.2
Casey,3802,endeavour hills,D40,Public security offences,1.0
Casey,3802,endeavour hills,E10,Justice procedures,15.3
Casey,3802,endeavour hills,F90,Miscellaneous offences,8.6
Casey,3802,endeavour hills,Other,crimes against the person,23.6
Casey,3803,endeavour hills,A20,Assault and related offences,1.0
Casey,3803,endeavour hills,B10,Arson,1.0
Casey,3803,endeavour hills,B20,Property damage,1.0
Casey,3803,endeavour hills,B30,Burglary/Break and enter,1.0
Casey,3803,endeavour hills,C30,Drug use and possession,2.0
Casey,3803,endeavour hills,D20,Disorderly and offensive conduct,1.0
Casey,3803,endeavour hills,D30,Public nuisance offences,1.0
Casey,3803,endeavour hills,Other,crimes against the person,1.0
Casey,3803,hallam,A50,Robbery,6.0
Casey,3803,hallam,A70,"Stalking, harassment and threatening behaviour",13.6
Casey,3803,hallam,A80,Dangerous and negligent acts endangering people,10.6
Casey,3803,hallam,B10,Arson,6.7
Casey,3803,hallam,B50,Deception,37.2
Casey,3803,hallam,C10,Drug dealing and trafficking,8.7
Casey,3803,hallam,C20,Cultivate or manufacture drugs,2.4
Casey,3803,hallam,C30,Drug use and possession,28.5
Casey,3803,hallam,D10,Weapons and explosives offences,20.0
Casey,3803,hallam,D20,Disorderly and offensive conduct,17.0
Casey,3803,hallam,D30,Public nuisance offences,2.625
Casey,3803,hallam,D40,Public security offences,1.25
Casey,3803,hallam,E10,Justice procedures,14.1
Casey,3803,hallam,E20,Breaches of orders,39.3
Casey,3803,hallam,F20,Transport regulation offences,1.3333333333333333
Casey,3803,hallam,F90,Miscellaneous offences,18.33333333333333
Casey,3803,hallam,Other,crimes against the person,16.5
Casey,3804,narre warren,Other,crimes against the person,1.0
Casey,3804,narre warren north,A20,Assault and related offences,17.9
Casey,3804,narre warren north,A50,Robbery,2.4444444444444446
Casey,3804,narre warren north,A70,"Stalking, harassment and threatening behaviour",4.7
Casey,3804,narre warren north,A80,Dangerous and negligent acts endangering people,3.6666666666666665
Casey,3804,narre warren north,B10,Arson,5.8888888888888875
Casey,3804,narre warren north,B20,Property damage,17.7
Casey,3804,narre warren north,B30,Burglary/Break and enter,48.1
Casey,3804,narre warren north,B50,Deception,9.7
Casey,3804,narre warren north,C10,Drug dealing and trafficking,1.8
Casey,3804,narre warren north,C20,Cultivate or manufacture drugs,1.0
Casey,3804,narre warren north,C30,Drug use and possession,15.5
Casey,3804,narre warren north,D10,Weapons and explosives offences,4.7
Casey,3804,narre warren north,D20,Disorderly and offensive conduct,2.6666666666666665
Casey,3804,narre warren north,D30,Public nuisance offences,1.0
Casey,3804,narre warren north,D40,Public security offences,1.0
Casey,3804,narre warren north,E10,Justice procedures,4.666666666666667
Casey,3804,narre warren north,E20,Breaches of orders,8.1
Casey,3804,narre warren north,F10,Regulatory driving offences,1.0
Casey,3804,narre warren north,F90,Miscellaneous offences,6.8
Casey,3804,narre warren north,Other,crimes against the person,3.375
Casey,3805,narre warren,A50,Robbery,21.5
Casey,3805,narre warren,A70,"Stalking, harassment and threatening behaviour",40.7
Casey,3805,narre warren,A80,Dangerous and negligent acts endangering people,24.5
Casey,3805,narre warren,B10,Arson,15.0
Casey,3805,narre warren,B60,Bribery,1.0
Casey,3805,narre warren,C10,Drug dealing and trafficking,16.9
Casey,3805,narre warren,C20,Cultivate or manufacture drugs,6.3
Casey,3805,narre warren,C90,Other drug offences,1.0
Casey,3805,narre warren,D10,Weapons and explosives offences,43.6
Casey,3805,narre warren,D30,Public nuisance offences,6.8
Casey,3805,narre warren,D40,Public security offences,1.0
Casey,3805,narre warren,E10,Justice procedures,40.2
Casey,3805,narre warren,F20,Transport regulation offences,2.8
Casey,3805,narre warren,F30,Other government regulatory offences,2.0
Casey,3805,narre warren,F90,Miscellaneous offences,27.66666666666667
Casey,3805,narre warren,Other,crimes against the person,40.6
Casey,3805,narre warren south,A50,Robbery,5.9
Casey,3805,narre warren south,A70,"Stalking, harassment and threatening behaviour",23.1
Casey,3805,narre warren south,A80,Dangerous and negligent acts endangering people,8.8
Casey,3805,narre warren south,B10,Arson,7.2
Casey,3805,narre warren south,B50,Deception,25.7
Casey,3805,narre warren south,C10,Drug dealing and trafficking,6.8
Casey,3805,narre warren south,C20,Cultivate or manufacture drugs,2.2222222222222223
Casey,3805,narre warren south,C30,Drug use and possession,24.3
Casey,3805,narre warren south,D10,Weapons and explosives offences,13.1
Casey,3805,narre warren south,D20,Disorderly and offensive conduct,8.0
Casey,3805,narre warren south,D30,Public nuisance offences,3.5555555555555562
Casey,3805,narre warren south,E10,Justice procedures,9.8
Casey,3805,narre warren south,F20,Transport regulation offences,1.0
Casey,3805,narre warren south,F30,Other government regulatory offences,1.5
Casey,3805,narre warren south,F90,Miscellaneous offences,13.333333333333336
Casey,3805,narre warren south,Other,crimes against the person,23.4
Casey,3806,berwick,A50,Robbery,12.1
Casey,3806,berwick,A70,"Stalking, harassment and threatening behaviour",39.1
Casey,3806,berwick,A80,Dangerous and negligent acts endangering people,18.6
Casey,3806,berwick,B10,Arson,14.6
Casey,3806,berwick,C10,Drug dealing and trafficking,11.9
Casey,3806,berwick,C20,Cultivate or manufacture drugs,5.333333333333333
Casey,3806,berwick,D10,Weapons and explosives offences,28.3
Casey,3806,berwick,D20,Disorderly and offensive conduct,39.1
Casey,3806,berwick,D30,Public nuisance offences,6.3
Casey,3806,berwick,E10,Justice procedures,18.8
Casey,3806,berwick,F20,Transport regulation offences,2.0
Casey,3806,berwick,F30,Other government regulatory offences,1.3333333333333333
Casey,3806,berwick,F90,Miscellaneous offences,17.333333333333332
Casey,3806,berwick,Other,crimes against the person,36.6
Casey,3975,lynbrook,A20,Assault and related offences,37.4
Casey,3975,lynbrook,A50,Robbery,5.875
Casey,3975,lynbrook,A70,"Stalking, harassment and threatening behaviour",5.7
Casey,3975,lynbrook,A80,Dangerous and negligent acts endangering people,3.2222222222222223
Casey,3975,lynbrook,B10,Arson,2.7777777777777777
Casey,3975,lynbrook,B20,Property damage,27.7
Casey,3975,lynbrook,B50,Deception,15.5
Casey,3975,lynbrook,C10,Drug dealing and trafficking,2.333333333333333
Casey,3975,lynbrook,C20,Cultivate or manufacture drugs,1.6666666666666667
Casey,3975,lynbrook,C30,Drug use and possession,6.9
Casey,3975,lynbrook,D10,Weapons and explosives offences,4.4
Casey,3975,lynbrook,D20,Disorderly and offensive conduct,4.7
Casey,3975,lynbrook,D30,Public nuisance offences,1.3333333333333333
Casey,3975,lynbrook,E10,Justice procedures,6.0
Casey,3975,lynbrook,E20,Breaches of orders,18.5
Casey,3975,lynbrook,F10,Regulatory driving offences,1.0
Casey,3975,lynbrook,F20,Transport regulation offences,1.0
Casey,3975,lynbrook,F30,Other government regulatory offences,1.0
Casey,3975,lynbrook,F90,Miscellaneous offences,4.0
Casey,3975,lynbrook,Other,crimes against the person,6.4
Casey,3975,lyndhurst,A20,Assault and related offences,16.3
Casey,3975,lyndhurst,A50,Robbery,1.2
Casey,3975,lyndhurst,A70,"Stalking, harassment and threatening behaviour",5.3
Casey,3975,lyndhurst,A80,Dangerous and negligent acts endangering people,2.0
Casey,3975,lyndhurst,B10,Arson,2.2857142857142856
Casey,3975,lyndhurst,B20,Property damage,13.1
Casey,3975,lyndhurst,B30,Burglary/Break and enter,39.7
Casey,3975,lyndhurst,B50,Deception,8.8
Casey,3975,lyndhurst,C10,Drug dealing and trafficking,1.8888888888888888
Casey,3975,lyndhurst,C20,Cultivate or manufacture drugs,1.6
Casey,3975,lyndhurst,C30,Drug use and possession,2.1111111111111107
Casey,3975,lyndhurst,D10,Weapons and explosives offences,2.5714285714285716
Casey,3975,lyndhurst,D20,Disorderly and offensive conduct,1.6666666666666667
Casey,3975,lyndhurst,D30,Public nuisance offences,1.25
Casey,3975,lyndhurst,E10,Justice procedures,2.2222222222222223
Casey,3975,lyndhurst,E20,Breaches of orders,9.1
Casey,3975,lyndhurst,F90,Miscellaneous offences,11.0
Casey,3975,lyndhurst,Other,crimes against the person,3.7
Casey,3976,hampton park,A50,Robbery,12.6
Casey,3976,hampton park,A70,"Stalking, harassment and threatening behaviour",22.2
Casey,3976,hampton park,A80,Dangerous and negligent acts endangering people,13.3
Casey,3976,hampton park,B10,Arson,11.8
Casey,3976,hampton park,B50,Deception,47.4
Casey,3976,hampton park,C10,Drug dealing and trafficking,10.7
Casey,3976,hampton park,C20,Cultivate or manufacture drugs,3.3
Casey,3976,hampton park,D10,Weapons and explosives offences,20.7
Casey,3976,hampton park,D20,Disorderly and offensive conduct,13.2
Casey,3976,hampton park,D30,Public nuisance offences,3.7
Casey,3976,hampton park,D40,Public security offences,1.0
Casey,3976,hampton park,E10,Justice procedures,19.0
Casey,3976,hampton park,F20,Transport regulation offences,1.0
Casey,3976,hampton park,F30,Other government regulatory offences,1.0
Casey,3976,hampton park,Other,crimes against the person,31.3
Casey,3977,cranbourne,A50,Robbery,19.4
Casey,3977,cranbourne,A70,"Stalking, harassment and threatening behaviour",40.3
Casey,3977,cranbourne,A80,Dangerous and negligent acts endangering people,23.6
Casey,3977,cranbourne,B10,Arson,23.1
Casey,3977,cranbourne,C10,Drug dealing and trafficking,16.5
Casey,3977,cranbourne,C20,Cultivate or manufacture drugs,5.9
Casey,3977,cranbourne,C90,Other drug offences,1.0
Casey,3977,cranbourne,D10,Weapons and explosives offences,39.3
Casey,3977,cranbourne,D20,Disorderly and offensive conduct,40.7
Casey,3977,cranbourne,D30,Public nuisance offences,6.7
Casey,3977,cranbourne,D40,Public security offences,1.0
Casey,3977,cranbourne,E10,Justice procedures,36.9
Casey,3977,cranbourne,F20,Transport regulation offences,1.2
Casey,3977,cranbourne,F30,Other government regulatory offences,1.6666666666666667
Casey,3977,cranbourne,Other,crimes against the person,45.7
Casey,3977,cranbourne north,A50,Robbery,7.3
Casey,3977,cranbourne north,A70,"Stalking, harassment and threatening behaviour",22.4
Casey,3977,cranbourne north,A80,Dangerous and negligent acts endangering people,9.4
Casey,3977,cranbourne north,B10,Arson,9.5
Casey,3977,cranbourne north,B50,Deception,33.7
Casey,3977,cranbourne north,C10,Drug dealing and trafficking,7.1
Casey,3977,cranbourne north,C20,Cultivate or manufacture drugs,3.5
Casey,3977,cranbourne north,C30,Drug use and possession,18.5
Casey,3977,cranbourne north,C90,Other drug offences,1.0
Casey,3977,cranbourne north,D10,Weapons and explosives offences,15.4
Casey,3977,cranbourne north,D20,Disorderly and offensive conduct,8.7
Casey,3977,cranbourne north,D30,Public nuisance offences,3.0
Casey,3977,cranbourne north,D40,Public security offences,1.0
Casey,3977,cranbourne north,E10,Justice procedures,14.8
Casey,3977,cranbourne north,F30,Other government regulatory offences,1.0
Casey,3977,cranbourne north,Other,crimes against the person,19.4
Casey,3977,junction village,A20,Assault and related offences,3.1
Casey,3977,junction village,A70,"Stalking, harassment and threatening behaviour",1.5
Casey,3977,junction village,A80,Dangerous and negligent acts endangering people,1.0
Casey,3977,junction village,B10,Arson,2.142857142857143
Casey,3977,junction village,B20,Property damage,1.8
Casey,3977,junction village,B30,Burglary/Break and enter,3.25
Casey,3977,junction village,B40,Theft,9.1
Casey,3977,junction village,B50,Deception,2.333333333333333
Casey,3977,junction village,C10,Drug dealing and trafficking,1.0
Casey,3977,junction village,C20,Cultivate or manufacture drugs,1.0
Casey,3977,junction village,C30,Drug use and possession,1.0
Casey,3977,junction village,D10,Weapons and explosives offences,1.0
Casey,3977,junction village,D20,Disorderly and offensive conduct,2.0
Casey,3977,junction village,E10,Justice procedures,1.0
Casey,3977,junction village,E20,Breaches of orders,3.571428571428572
Casey,3977,junction village,Other,crimes against the person,1.75
Darebin,3070,northcote,A50,Robbery,13.8
Darebin,3070,northcote,A70,"Stalking, harassment and threatening behaviour",17.8
Darebin,3070,northcote,A80,Dangerous and negligent acts endangering people,6.9
Darebin,3070,northcote,B10,Arson,6.4
Darebin,3070,northcote,B60,Bribery,1.0
Darebin,3070,northcote,C10,Drug dealing and trafficking,6.7
Darebin,3070,northcote,C20,Cultivate or manufacture drugs,2.4444444444444446
Darebin,3070,northcote,C30,Drug use and possession,29.8
Darebin,3070,northcote,C90,Other drug offences,1.0
Darebin,3070,northcote,D10,Weapons and explosives offences,19.9
Darebin,3070,northcote,D20,Disorderly and offensive conduct,38.6
Darebin,3070,northcote,D30,Public nuisance offences,4.2
Darebin,3070,northcote,E10,Justice procedures,10.2
Darebin,3070,northcote,F10,Regulatory driving offences,1.0
Darebin,3070,northcote,F20,Transport regulation offences,1.2
Darebin,3070,northcote,F30,Other government regulatory offences,3.0
Darebin,3070,northcote,F90,Miscellaneous offences,9.142857142857142
Darebin,3070,northcote,Other,crimes against the person,22.9
Darebin,3071,thornbury,A50,Robbery,8.1
Darebin,3071,thornbury,A70,"Stalking, harassment and threatening behaviour",13.9
Darebin,3071,thornbury,A80,Dangerous and negligent acts endangering people,7.0
Darebin,3071,thornbury,B10,Arson,8.3
Darebin,3071,thornbury,B50,Deception,40.6
Darebin,3071,thornbury,B60,Bribery,1.0
Darebin,3071,thornbury,C10,Drug dealing and trafficking,4.3
Darebin,3071,thornbury,C20,Cultivate or manufacture drugs,1.8333333333333333
Darebin,3071,thornbury,C30,Drug use and possession,20.8
Darebin,3071,thornbury,C90,Other drug offences,1.0
Darebin,3071,thornbury,D10,Weapons and explosives offences,16.6
Darebin,3071,thornbury,D20,Disorderly and offensive conduct,20.1
Darebin,3071,thornbury,D30,Public nuisance offences,3.6666666666666665
Darebin,3071,thornbury,D40,Public security offences,1.0
Darebin,3071,thornbury,E10,Justice procedures,8.777777777777779
Darebin,3071,thornbury,E20,Breaches of orders,44.9
Darebin,3071,thornbury,F20,Transport regulation offences,1.2
Darebin,3071,thornbury,F30,Other government regulatory offences,1.0
Darebin,3071,thornbury,F90,Miscellaneous offences,24.0
Darebin,3071,thornbury,Other,crimes against the person,17.9
Darebin,3072,preston,A50,Robbery,25.6
Darebin,3072,preston,A70,"Stalking, harassment and threatening behaviour",45.5
Darebin,3072,preston,A80,Dangerous and negligent acts endangering people,31.9
Darebin,3072,preston,B10,Arson,17.4
Darebin,3072,preston,B60,Bribery,1.25
Darebin,3072,preston,C10,Drug dealing and trafficking,24.2
Darebin,3072,preston,C20,Cultivate or manufacture drugs,6.7
Darebin,3072,preston,D30,Public nuisance offences,15.3
Darebin,3072,preston,D40,Public security offences,1.5
Darebin,3072,preston,E10,Justice procedures,47.0
Darebin,3072,preston,F20,Transport regulation offences,1.3333333333333333
Darebin,3072,preston,F30,Other government regulatory offences,2.2857142857142856
Darebin,3072,preston,F90,Miscellaneous offences,39.75
Darebin,3072,preston,Other,crimes against the person,45.3
Darebin,3073,reservoir,A50,Robbery,29.4
Darebin,3073,reservoir,A80,Dangerous and negligent acts endangering people,28.5
Darebin,3073,reservoir,B10,Arson,26.8
Darebin,3073,reservoir,C10,Drug dealing and trafficking,23.8
Darebin,3073,reservoir,C20,Cultivate or manufacture drugs,10.8
Darebin,3073,reservoir,D20,Disorderly and offensive conduct,42.6
Darebin,3073,reservoir,D30,Public nuisance offences,9.5
Darebin,3073,reservoir,E10,Justice procedures,44.7
Darebin,3073,reservoir,F10,Regulatory driving offences,1.0
Darebin,3073,reservoir,F20,Transport regulation offences,3.0
Darebin,3073,reservoir,F30,Other government regulatory offences,1.75
Darebin,3073,reservoir,F90,Miscellaneous offences,47.444444444444436
Darebin,3078,alphington,A20,Assault and related offences,7.2
Darebin,3078,alphington,A50,Robbery,1.6666666666666667
Darebin,3078,alphington,A70,"Stalking, harassment and threatening behaviour",2.2857142857142856
Darebin,3078,alphington,A80,Dangerous and negligent acts endangering people,1.0
Darebin,3078,alphington,B10,Arson,2.4
Darebin,3078,alphington,B20,Property damage,16.5
Darebin,3078,alphington,B30,Burglary/Break and enter,24.2
Darebin,3078,alphington,B50,Deception,4.1
Darebin,3078,alphington,C10,Drug dealing and trafficking,1.6666666666666667
Darebin,3078,alphington,C20,Cultivate or manufacture drugs,1.0
Darebin,3078,alphington,C30,Drug use and possession,2.8
Darebin,3078,alphington,C90,Other drug offences,2.0
Darebin,3078,alphington,D10,Weapons and explosives offences,1.875
Darebin,3078,alphington,D20,Disorderly and offensive conduct,3.0
Darebin,3078,alphington,D30,Public nuisance offences,1.0
Darebin,3078,alphington,E10,Justice procedures,1.0
Darebin,3078,alphington,E20,Breaches of orders,4.4444444444444455
Darebin,3078,alphington,F20,Transport regulation offences,1.0
Darebin,3078,alphington,F30,Other government regulatory offences,1.0
Darebin,3078,alphington,F90,Miscellaneous offences,5.0
Darebin,3078,alphington,Other,crimes against the person,2.5555555555555562
Darebin,3078,fairfield,A20,Assault and related offences,16.3
Darebin,3078,fairfield,A50,Robbery,1.5
Darebin,3078,fairfield,A70,"Stalking, harassment and threatening behaviour",4.5
Darebin,3078,fairfield,A80,Dangerous and negligent acts endangering people,1.125
Darebin,3078,fairfield,B10,Arson,2.0
Darebin,3078,fairfield,B20,Property damage,32.9
Darebin,3078,fairfield,B50,Deception,16.9
Darebin,3078,fairfield,C10,Drug dealing and trafficking,1.5
Darebin,3078,fairfield,C20,Cultivate or manufacture drugs,1.5
Darebin,3078,fairfield,C30,Drug use and possession,4.8
Darebin,3078,fairfield,D10,Weapons and explosives offences,2.0
Darebin,3078,fairfield,D20,Disorderly and offensive conduct,5.5
Darebin,3078,fairfield,D30,Public nuisance offences,2.4444444444444446
Darebin,3078,fairfield,E10,Justice procedures,2.25
Darebin,3078,fairfield,E20,Breaches of orders,13.8
Darebin,3078,fairfield,F20,Transport regulation offences,1.0
Darebin,3078,fairfield,F90,Miscellaneous offences,8.0
Darebin,3078,fairfield,Other,crimes against the person,3.6
Darebin,3083,bundoora,A20,Assault and related offences,16.8
Darebin,3083,bundoora,A50,Robbery,2.9
Darebin,3083,bundoora,A70,"Stalking, harassment and threatening behaviour",3.111111111111111
Darebin,3083,bundoora,A80,Dangerous and negligent acts endangering people,3.888888888888889
Darebin,3083,bundoora,B10,Arson,2.75
Darebin,3083,bundoora,B20,Property damage,21.1
Darebin,3083,bundoora,B30,Burglary/Break and enter,34.1
Darebin,3083,bundoora,B50,Deception,18.7
Darebin,3083,bundoora,C10,Drug dealing and trafficking,2.1111111111111107
Darebin,3083,bundoora,C20,Cultivate or manufacture drugs,1.3333333333333333
Darebin,3083,bundoora,C30,Drug use and possession,9.8
Darebin,3083,bundoora,D10,Weapons and explosives offences,4.6
Darebin,3083,bundoora,D20,Disorderly and offensive conduct,4.1
Darebin,3083,bundoora,D30,Public nuisance offences,5.0
Darebin,3083,bundoora,E10,Justice procedures,6.375
Darebin,3083,bundoora,E20,Breaches of orders,10.8
Darebin,3083,bundoora,F10,Regulatory driving offences,1.0
Darebin,3083,bundoora,F90,Miscellaneous offences,24.5
Darebin,3083,bundoora,Other,crimes against the person,3.6
Darebin,3083,kingsbury,A20,Assault and related offences,15.2
Darebin,3083,kingsbury,A50,Robbery,2.4444444444444446
Darebin,3083,kingsbury,A70,"Stalking, harassment and threatening behaviour",3.25
Darebin,3083,kingsbury,A80,Dangerous and negligent acts endangering people,3.4285714285714284
Darebin,3083,kingsbury,B10,Arson,2.3
Darebin,3083,kingsbury,B20,Property damage,18.9
Darebin,3083,kingsbury,B30,Burglary/Break and enter,46.5
Darebin,3083,kingsbury,B50,Deception,15.4
Darebin,3083,kingsbury,C10,Drug dealing and trafficking,1.6
Darebin,3083,kingsbury,C20,Cultivate or manufacture drugs,1.4
Darebin,3083,kingsbury,C30,Drug use and possession,5.4
Darebin,3083,kingsbury,D10,Weapons and explosives offences,4.333333333333333
Darebin,3083,kingsbury,D20,Disorderly and offensive conduct,3.0
Darebin,3083,kingsbury,D30,Public nuisance offences,2.5
Darebin,3083,kingsbury,E10,Justice procedures,4.625
Darebin,3083,kingsbury,E20,Breaches of orders,11.1
Darebin,3083,kingsbury,F20,Transport regulation offences,2.0
Darebin,3083,kingsbury,F30,Other government regulatory offences,1.0
Darebin,3083,kingsbury,F90,Miscellaneous offences,19.5
Darebin,3083,kingsbury,Other,crimes against the person,5.8
Darebin,3085,macleod,A20,Assault and related offences,2.888888888888889
Darebin,3085,macleod,A50,Robbery,1.0
Darebin,3085,macleod,A70,"Stalking, harassment and threatening behaviour",2.0
Darebin,3085,macleod,A80,Dangerous and negligent acts endangering people,1.25
Darebin,3085,macleod,B10,Arson,1.0
Darebin,3085,macleod,B20,Property damage,3.5
Darebin,3085,macleod,B30,Burglary/Break and enter,13.0
Darebin,3085,macleod,B40,Theft,24.5
Darebin,3085,macleod,B50,Deception,1.6
Darebin,3085,macleod,C10,Drug dealing and trafficking,1.0
Darebin,3085,macleod,C30,Drug use and possession,1.0
Darebin,3085,macleod,D10,Weapons and explosives offences,1.5
Darebin,3085,macleod,D20,Disorderly and offensive conduct,1.6666666666666667
Darebin,3085,macleod,D30,Public nuisance offences,1.0
Darebin,3085,macleod,E10,Justice procedures,1.0
Darebin,3085,macleod,E20,Breaches of orders,2.0
Darebin,3085,macleod,Other,crimes against the person,1.5
Darebin,3086,bundoora,A20,Assault and related offences,4.3
Darebin,3086,bundoora,A50,Robbery,1.2
Darebin,3086,bundoora,A70,"Stalking, harassment and threatening behaviour",1.0
Darebin,3086,bundoora,A80,Dangerous and negligent acts endangering people,1.1666666666666667
Darebin,3086,bundoora,B10,Arson,2.0
Darebin,3086,bundoora,B20,Property damage,4.5
Darebin,3086,bundoora,B30,Burglary/Break and enter,5.7
Darebin,3086,bundoora,B50,Deception,2.5714285714285716
Darebin,3086,bundoora,C10,Drug dealing and trafficking,1.0
Darebin,3086,bundoora,C30,Drug use and possession,2.142857142857143
Darebin,3086,bundoora,D10,Weapons and explosives offences,1.8
Darebin,3086,bundoora,D20,Disorderly and offensive conduct,2.333333333333333
Darebin,3086,bundoora,D30,Public nuisance offences,1.0
Darebin,3086,bundoora,D40,Public security offences,1.0
Darebin,3086,bundoora,E10,Justice procedures,1.5
Darebin,3086,bundoora,E20,Breaches of orders,1.8333333333333333
Darebin,3086,bundoora,F30,Other government regulatory offences,1.0
Darebin,3086,bundoora,F90,Miscellaneous offences,6.0
Darebin,3086,bundoora,Other,crimes against the person,2.25
East Gippsland,3875,hillside,A20,Assault and related offences,2.0
East Gippsland,3875,hillside,A70,"Stalking, harassment and threatening behaviour",2.0
East Gippsland,3875,hillside,A80,Dangerous and negligent acts endangering people,3.5
East Gippsland,3875,hillside,B20,Property damage,2.4
East Gippsland,3875,hillside,B30,Burglary/Break and enter,3.4285714285714284
East Gippsland,3875,hillside,B40,Theft,5.111111111111111
