LGA_2006_Code,LGA_2006_Name,POA_2006_Code,POA_2006_Name,Ratio,Percent
35550,Murilla (S),4416,4416,0.999999,99.9999
35550,Murilla (S),4424,4424,1,100
35550,Murilla (S),4425,4425,1,100
35600,Murweh (S),4468,4468,0.999999,99.9999
35600,Murweh (S),4470,4470,0.999999,99.9999
35600,Murweh (S),4477,4477,1,100
35650,Nanango (S),4306,4306,0.0663683,6.63683
35650,Nanango (S),4405,4405,0.00321594,0.321594
35650,Nanango (S),4610,4610,0.0637922,6.37922
35650,Nanango (S),4615,4615,0.999999,99.9999
35670,Napranum (S),4874,4874,0.213669,21.3669
35700,Nebo (S),4742,4742,0.912315,91.2315
35700,Nebo (S),4743,4743,1,100
35730,New Mapoon (S),4876,4876,0.178571,17.8571
35750,Noosa (S),4562,4562,0.0978628,9.78628
35750,Noosa (S),4563,4563,0.944781,94.4781
35750,Noosa (S),4565,4565,1,100
35750,Noosa (S),4566,4566,1,100
35750,Noosa (S),4567,4567,1,100
35750,Noosa (S),4568,4568,0.999998,99.9998
35750,Noosa (S),4569,4569,1,100
35750,Noosa (S),4571,4571,1,100
35750,Noosa (S),4573,4573,0.165431,16.5431
35770,Palm Island (S),4816,4816,0.237929,23.7929
35800,Paroo (S),4489,4489,1,100
35800,Paroo (S),4490,4490,1,100
35800,Paroo (S),4491,4491,1,100
35850,Peak Downs (S),4702,4702,0.0280533,2.80533
35850,Peak Downs (S),4709,4709,1,100
35850,Peak Downs (S),4723,4723,1,100
35900,Perry (S),4671,4671,0.0833496,8.33496
35950,Pine Rivers (S),4035,4035,0.683779,68.3779
35950,Pine Rivers (S),4037,4037,0.999999,99.9999
35950,Pine Rivers (S),4053,4053,0.130728,13.0728
35950,Pine Rivers (S),4054,4054,0.49023,49.023
35950,Pine Rivers (S),4055,4055,0.556907,55.6907
35950,Pine Rivers (S),4500,4500,1,100
35950,Pine Rivers (S),4501,4501,0.999999,99.9999
35950,Pine Rivers (S),4502,4502,1,100
35950,Pine Rivers (S),4503,4503,1,100
35950,Pine Rivers (S),4509,4509,1,100
35950,Pine Rivers (S),4520,4520,0.99597,99.597
35950,Pine Rivers (S),4521,4521,0.787773,78.7773
36050,Pittsworth (S),4356,4356,1,100
36050,Pittsworth (S),4363,4363,0.732143,73.2143
36050,Pittsworth (S),4364,4364,1,100
36070,Pormpuraaw (S),4871,4871,0.036654,3.6654
36100,Poruma (IC),4875,4875,0.0221523,2.21523
36150,Quilpie (S),4474,4474,1,100
36150,Quilpie (S),4475,4475,1,100
36150,Quilpie (S),4480,4480,0.914687,91.4687
36200,Redcliffe (C),4019,4019,1,100
36200,Redcliffe (C),4020,4020,1,100
36200,Redcliffe (C),4021,4021,1,100
36200,Redcliffe (C),4022,4022,1,100
36250,Redland (S),4157,4157,0.981174,98.1174
36250,Redland (S),4158,4158,1,100
36250,Redland (S),4159,4159,1,100
36250,Redland (S),4160,4160,1,100
36250,Redland (S),4161,4161,1,100
36250,Redland (S),4163,4163,1,100
36250,Redland (S),4164,4164,1,100
36250,Redland (S),4165,4165,1,100
36250,Redland (S),4183,4183,1,100
36250,Redland (S),4184,4184,1,100
36300,Richmond (S),4816,4816,0.0217391,2.17391
36300,Richmond (S),4822,4822,1,100
36350,Rockhampton (C),4700,4700,0.9933,99.33
36350,Rockhampton (C),4701,4701,0.984896,98.4896
36350,Rockhampton (C),4702,4702,0.0643645,6.43645
36400,Roma (T),4455,4455,0.814509,81.4509
36450,Rosalie (S),4350,4350,0.0122467,1.22467
36450,Rosalie (S),4352,4352,0.140214,14.0214
36450,Rosalie (S),4354,4354,1,100
36450,Rosalie (S),4400,4400,1,100
36450,Rosalie (S),4401,4401,0.0540589,5.40589
36450,Rosalie (S),4402,4402,1,100
36450,Rosalie (S),4403,4403,0.64095,64.095
36450,Rosalie (S),4404,4404,0.383929,38.3929
36450,Rosalie (S),4614,4614,1,100
36470,Saibai (IC),4875,4875,0.0444357,4.44357
36480,St Pauls (IC),4875,4875,0.0311967,3.11967
36550,Sarina (S),4737,4737,1,100
36550,Sarina (S),4738,4738,1,100
36550,Sarina (S),4740,4740,0.0326456,3.26456
36550,Sarina (S),4741,4741,0.0903365,9.03365
36570,Seisia (IC),4876,4876,0.0843685,8.43685
36600,Stanthorpe (S),4352,4352,0.0287948,2.87948
36600,Stanthorpe (S),4377,4377,1,100
36600,Stanthorpe (S),4380,4380,1,100
36600,Stanthorpe (S),4381,4381,1,100
36600,Stanthorpe (S),4382,4382,1,100
36600,Stanthorpe (S),4383,4383,1,100
36650,Tambo (S),4478,4478,1,100
36700,Tara (S),4421,4421,0.999999,99.9999
36700,Tara (S),4422,4422,1,100
36700,Tara (S),4423,4423,1,100
36750,Taroom (S),4418,4418,1,100
36750,Taroom (S),4419,4419,1,100
36750,Taroom (S),4420,4420,1,100
36750,Taroom (S),4428,4428,0.111266,11.1266
36800,Thuringowa (C),4815,4815,0.882644,88.2644
36800,Thuringowa (C),4816,4816,0.143286,14.3286
36800,Thuringowa (C),4817,4817,1,100
36800,Thuringowa (C),4818,4818,0.98405,98.405
36850,Tiaro (S),4570,4570,0.0908061,9.08061
36850,Tiaro (S),4650,4650,0.0654922,6.54922
36900,Toowoomba (C),4350,4350,0.905244,90.5244
36900,Toowoomba (C),4352,4352,0.00692658,0.692658
36950,Torres (S),4875,4875,0.42404,42.404
37000,Townsville (C),4810,4810,1,100
37000,Townsville (C),4811,4811,1,100
37000,Townsville (C),4812,4812,1,100
37000,Townsville (C),4813,4813,1,100
37000,Townsville (C),4814,4814,1,100
37000,Townsville (C),4815,4815,0.117356,11.7356
37000,Townsville (C),4816,4816,0.392626,39.2626
37000,Townsville (C),4818,4818,0.0159494,1.59494
37000,Townsville (C),4819,4819,1,100
37090,Ugar (IC),4875,4875,0.00996199,0.996199
37110,Umagico (S),4876,4876,0.119048,11.9048
37120,Waggamba (S),4388,4388,1,100
37120,Waggamba (S),4390,4390,0.239201,23.9201
37120,Waggamba (S),4494,4494,1,100
37120,Waggamba (S),4496,4496,1,100
37120,Waggamba (S),4497,4497,0.292683,29.2683
37120,Waggamba (S),4498,4498,1,100
37150,Wambo (S),4352,4352,0.0111815,1.11815
37150,Wambo (S),4405,4405,0.214683,21.4683
37150,Wambo (S),4408,4408,1,100
37150,Wambo (S),4410,4410,1,100
37150,Wambo (S),4411,4411,0.401119,40.1119
37150,Wambo (S),4610,4610,0.0115518,1.15518
37170,Warraber (IC),4875,4875,0.0321143,3.21143
37200,Warroo (S),4417,4417,1,100
37200,Warroo (S),4455,4455,0.0216385,2.16385
37200,Warroo (S),4465,4465,0.0797048,7.97048
37260,Warwick (S),4352,4352,0.00702553,0.702553
37260,Warwick (S),4361,4361,0.133723,13.3723
37260,Warwick (S),4362,4362,1,100
37260,Warwick (S),4365,4365,0.699386,69.9386
37260,Warwick (S),4370,4370,1,100
37260,Warwick (S),4371,4371,1,100
37260,Warwick (S),4373,4373,1,100
37260,Warwick (S),4374,4374,1,100
37300,Weipa (T),4874,4874,0.71875,71.875
37330,Whitsunday (S),4741,4741,0.00762473,0.762473
37330,Whitsunday (S),4800,4800,1,100
37330,Whitsunday (S),4801,4801,1,100
37330,Whitsunday (S),4802,4802,1,100
37330,Whitsunday (S),4803,4803,1,100
37400,Winton (S),4733,4733,1,100
37400,Winton (S),4735,4735,0.98449,98.449
37450,Wondai (S),4606,4606,1,100
37450,Wondai (S),4608,4608,1,100
37450,Wondai (S),4610,4610,0.0256788,2.56788
37450,Wondai (S),4612,4612,1,100
37450,Wondai (S),4613,4613,1,100
37500,Woocoo (S),4620,4620,1,100
37500,Woocoo (S),4621,4621,0.185626,18.5626
37500,Woocoo (S),4650,4650,0.094121,9.4121
37550,Woorabinda (S),4713,4713,1,100
37570,Wujal Wujal (S),4895,4895,0.0899123,8.99123
37600,Yarrabah (S),4871,4871,0.14527,14.527
37650,Yorke (IC),4875,4875,0.0391926,3.91926
39399,Unincorporated Qld,4890,4890,0.00504686,0.504686
39399,Unincorporated Qld,4999,4999,0.999999,99.9999
40070,Adelaide (C),5000,5000,1,100
40070,Adelaide (C),5006,5006,1,100
40120,Adelaide Hills (DC),5072,5072,0.131252,13.1252
40120,Adelaide Hills (DC),5073,5073,0.0253909,2.53909
40120,Adelaide Hills (DC),5114,5114,0.0142066,1.42066
40120,Adelaide Hills (DC),5131,5131,1,100
40120,Adelaide Hills (DC),5132,5132,1,100
40120,Adelaide Hills (DC),5133,5133,1,100
40120,Adelaide Hills (DC),5134,5134,1,100
40120,Adelaide Hills (DC),5136,5136,1,100
40120,Adelaide Hills (DC),5137,5137,1,100
40120,Adelaide Hills (DC),5138,5138,1,100
40120,Adelaide Hills (DC),5140,5140,1,100
40120,Adelaide Hills (DC),5141,5141,1,100
40120,Adelaide Hills (DC),5142,5142,1,100
40120,Adelaide Hills (DC),5144,5144,1,100
40120,Adelaide Hills (DC),5151,5151,1,100
40120,Adelaide Hills (DC),5152,5152,0.955353,95.5353
40120,Adelaide Hills (DC),5153,5153,0.434485,43.4485
40120,Adelaide Hills (DC),5154,5154,1,100
40120,Adelaide Hills (DC),5155,5155,0.999999,99.9999
40120,Adelaide Hills (DC),5156,5156,0.758764,75.8764
40120,Adelaide Hills (DC),5231,5231,1,100
40120,Adelaide Hills (DC),5232,5232,1,100
40120,Adelaide Hills (DC),5233,5233,0.999999,99.9999
40120,Adelaide Hills (DC),5234,5234,1,100
40120,Adelaide Hills (DC),5240,5240,1,100
40120,Adelaide Hills (DC),5241,5241,1,100
40120,Adelaide Hills (DC),5242,5242,1,100
40120,Adelaide Hills (DC),5243,5243,1,100
40120,Adelaide Hills (DC),5244,5244,0.918351,91.8351
40220,Alexandrina (DC),5157,5157,0.107429,10.7429
40220,Alexandrina (DC),5172,5172,0.185205,18.5205
40220,Alexandrina (DC),5201,5201,0.0930774,9.30774
40220,Alexandrina (DC),5210,5210,1,100
40220,Alexandrina (DC),5211,5211,0.0215569,2.15569
40220,Alexandrina (DC),5212,5212,1,100
40220,Alexandrina (DC),5213,5213,1,100
40220,Alexandrina (DC),5214,5214,1,100
40220,Alexandrina (DC),5255,5255,0.999999,99.9999
40220,Alexandrina (DC),5256,5256,1,100
40250,Anangu Pitjantjatjara (AC),872,872,0.127977,12.7977
40250,Anangu Pitjantjatjara (AC),5710,5710,0.151853,15.1853
40310,Barossa (DC),5118,5118,0.0296946,2.96946
40310,Barossa (DC),5235,5235,0.999999,99.9999
40310,Barossa (DC),5350,5350,1,100
40310,Barossa (DC),5351,5351,1,100
40310,Barossa (DC),5352,5352,0.928628,92.8628
40310,Barossa (DC),5353,5353,0.787627,78.7627
40310,Barossa (DC),5355,5355,0.777545,77.7545
40430,Barunga West (DC),5522,5522,1,100
40430,Barunga West (DC),5555,5555,0.72408,72.408
40430,Barunga West (DC),5560,5560,1,100
40520,Berri and Barmera (DC),5342,5342,1,100
40520,Berri and Barmera (DC),5343,5343,0.902023,90.2023
40520,Berri and Barmera (DC),5344,5344,1,100
40520,Berri and Barmera (DC),5345,5345,1,100
40520,Berri and Barmera (DC),5346,5346,1,100
40700,Burnside (C),5063,5063,0.130019,13.0019
40700,Burnside (C),5064,5064,0.601272,60.1272
40700,Burnside (C),5065,5065,1,100
40700,Burnside (C),5066,5066,1,100
40700,Burnside (C),5067,5067,0.291141,29.1141
40700,Burnside (C),5068,5068,0.54814,54.814
40700,Burnside (C),5072,5072,0.394619,39.4619
40910,Campbelltown (C),5072,5072,0.474129,47.4129
40910,Campbelltown (C),5073,5073,0.974609,97.4609
40910,Campbelltown (C),5074,5074,1,100
40910,Campbelltown (C),5075,5075,0.643909,64.3909
40910,Campbelltown (C),5076,5076,1,100
41010,Ceduna (DC),5680,5680,0.334408,33.4408
41010,Ceduna (DC),5690,5690,0.859818,85.9818
41060,Charles Sturt (C),5007,5007,1,100
41060,Charles Sturt (C),5008,5008,0.608108,60.8108
41060,Charles Sturt (C),5009,5009,1,100
41060,Charles Sturt (C),5011,5011,1,100
41060,Charles Sturt (C),5012,5012,0.414695,41.4695
41060,Charles Sturt (C),5013,5013,0.372511,37.251
41060,Charles Sturt (C),5014,5014,0.673094,67.3094
41060,Charles Sturt (C),5019,5019,0.468251,46.8251
41060,Charles Sturt (C),5020,5020,1,100
41060,Charles Sturt (C),5021,5021,1,100
41060,Charles Sturt (C),5022,5022,1,100
41060,Charles Sturt (C),5023,5023,1,100
41060,Charles Sturt (C),5024,5024,0.659814,65.9814
41060,Charles Sturt (C),5025,5025,1,100
41060,Charles Sturt (C),5082,5082,0.0322719,3.22719
41140,Clare and Gilbert Valleys (DC),5410,5410,1,100
41140,Clare and Gilbert Valleys (DC),5411,5411,1,100
41140,Clare and Gilbert Valleys (DC),5412,5412,1,100
41140,Clare and Gilbert Valleys (DC),5413,5413,1,100
41140,Clare and Gilbert Valleys (DC),5415,5415,1,100
41140,Clare and Gilbert Valleys (DC),5451,5451,1,100
41140,Clare and Gilbert Valleys (DC),5452,5452,1,100
41140,Clare and Gilbert Valleys (DC),5453,5453,0.937389,93.7389
41190,Cleve (DC),5603,5603,1,100
41190,Cleve (DC),5640,5640,1,100
41190,Cleve (DC),5642,5642,1,100
41330,Coober Pedy (DC),5723,5723,1,100
41560,Copper Coast (DC),5552,5552,1,100
41560,Copper Coast (DC),5554,5554,1,100
41560,Copper Coast (DC),5556,5556,0.999999,99.9999
41560,Copper Coast (DC),5558,5558,0.963156,96.3156
41750,Elliston (DC),5607,5607,0.162305,16.2306
41750,Elliston (DC),5633,5633,1,100
41750,Elliston (DC),5670,5670,1,100
41830,Flinders Ranges (DC),5433,5433,1,100
41830,Flinders Ranges (DC),5434,5434,1,100
41960,Franklin Harbour (DC),5602,5602,0.999999,99.9999
42030,Gawler (T),5115,5115,0.113946,11.3946
42030,Gawler (T),5116,5116,0.999999,99.9999
42030,Gawler (T),5118,5118,0.729846,72.9846
42110,Goyder (DC),5374,5374,1,100
42110,Goyder (DC),5381,5381,1,100
42110,Goyder (DC),5416,5416,1,100
42110,Goyder (DC),5417,5417,0.967696,96.7696
42110,Goyder (DC),5418,5418,1,100
42110,Goyder (DC),5419,5419,1,100
42110,Goyder (DC),5420,5420,1,100
42110,Goyder (DC),5421,5421,1,100
42250,Grant (DC),5277,5277,0.13257,13.257
42250,Grant (DC),5290,5290,0.0426564,4.26564
42250,Grant (DC),5291,5291,0.895038,89.5038
42600,Holdfast Bay (C),5044,5044,0.538341,53.8341
42600,Holdfast Bay (C),5045,5045,0.936531,93.6531
42600,Holdfast Bay (C),5048,5048,0.833346,83.3346
42600,Holdfast Bay (C),5049,5049,0.397133,39.7133
42750,Kangaroo Island (DC),5221,5221,1,100
42750,Kangaroo Island (DC),5222,5222,1,100
42750,Kangaroo Island (DC),5223,5223,1,100
43080,Karoonda East Murray (DC),5306,5306,1,100
43080,Karoonda East Murray (DC),5307,5307,0.850782,85.0782
43080,Karoonda East Murray (DC),5308,5308,0.217852,21.7852
43080,Karoonda East Murray (DC),5309,5309,1,100
43220,Kimba (DC),5641,5641,1,100
43360,Kingston (DC),5271,5271,0.0313609,3.13609
43360,Kingston (DC),5275,5275,0.804124,80.4124
43570,Le Hunte (DC),5650,5650,1,100
43570,Le Hunte (DC),5652,5652,1,100
43570,Le Hunte (DC),5653,5653,1,100
43570,Le Hunte (DC),5654,5654,1,100
43650,Light (RegC),5118,5118,0.21893,21.893
43650,Light (RegC),5352,5352,0.0713719,7.13719
43650,Light (RegC),5355,5355,0.222454,22.2454
43650,Light (RegC),5360,5360,1,100
43650,Light (RegC),5371,5371,1,100
43650,Light (RegC),5372,5372,1,100
43650,Light (RegC),5373,5373,1,100
43650,Light (RegC),5400,5400,0.999999,99.9999
43710,Lower Eyre Peninsula (DC),5606,5606,0.0716772,7.16772
43710,Lower Eyre Peninsula (DC),5607,5607,0.700141,70.0141
43710,Lower Eyre Peninsula (DC),5631,5631,1,100
43710,Lower Eyre Peninsula (DC),5632,5632,1,100
43790,Loxton Waikerie (DC),5308,5308,0.782148,78.2148
43790,Loxton Waikerie (DC),5311,5311,1,100
43790,Loxton Waikerie (DC),5322,5322,1,100
43790,Loxton Waikerie (DC),5330,5330,1,100
43790,Loxton Waikerie (DC),5331,5331,1,100
43790,Loxton Waikerie (DC),5332,5332,1,100
43790,Loxton Waikerie (DC),5333,5333,0.999999,99.9999
43790,Loxton Waikerie (DC),5357,5357,0.337143,33.7143
43920,Mallala (DC),5501,5501,1,100
43920,Mallala (DC),5502,5502,1,100
44000,Maralinga Tjarutja (AC),5710,5710,0.0385031,3.85031
44060,Marion (C),5037,5037,0.166005,16.6005
44060,Marion (C),5038,5038,0.491377,49.1377
44060,Marion (C),5039,5039,0.48089,48.089
44060,Marion (C),5042,5042,0.282398,28.2398
44060,Marion (C),5043,5043,1,100
44060,Marion (C),5044,5044,0.461659,46.1659
44060,Marion (C),5046,5046,1,100
44060,Marion (C),5047,5047,0.904595,90.4595
44060,Marion (C),5048,5048,0.166653,16.6653
44060,Marion (C),5049,5049,0.602867,60.2867
44060,Marion (C),5158,5158,0.902495,90.2495
44210,Mid Murray (DC),5236,5236,1,100
44210,Mid Murray (DC),5237,5237,1,100
44210,Mid Murray (DC),5238,5238,1,100
44210,Mid Murray (DC),5254,5254,0.0889087,8.89087
44210,Mid Murray (DC),5320,5320,1,100
44210,Mid Murray (DC),5321,5321,1,100
44210,Mid Murray (DC),5353,5353,0.212373,21.2373
44210,Mid Murray (DC),5354,5354,1,100
44210,Mid Murray (DC),5356,5356,1,100
44210,Mid Murray (DC),5357,5357,0.662857,66.2857
44340,Mitcham (C),5039,5039,0.51911,51.911
44340,Mitcham (C),5041,5041,1,100
44340,Mitcham (C),5042,5042,0.717601,71.7601
44340,Mitcham (C),5050,5050,1,100
44340,Mitcham (C),5051,5051,0.776398,77.6398
44340,Mitcham (C),5052,5052,0.999999,99.9999
44340,Mitcham (C),5062,5062,1,100
44340,Mitcham (C),5064,5064,0.103304,10.3304
44340,Mitcham (C),5152,5152,0.0446472,4.46472
44340,Mitcham (C),5156,5156,0.241235,24.1235
44550,Mount Barker (DC),5153,5153,0.533832,53.3832
44550,Mount Barker (DC),5201,5201,0.906922,90.6922
44550,Mount Barker (DC),5244,5244,0.0816483,8.16483
44550,Mount Barker (DC),5245,5245,0.999999,99.9999
44550,Mount Barker (DC),5250,5250,1,100
44550,Mount Barker (DC),5251,5251,1,100
44550,Mount Barker (DC),5252,5252,1,100
44550,Mount Barker (DC),5254,5254,0.0636337,6.36337
44620,Mount Gambier (C),5290,5290,0.957344,95.7344
44830,Mount Remarkable (DC),5481,5481,1,100
44830,Mount Remarkable (DC),5482,5482,1,100
44830,Mount Remarkable (DC),5483,5483,1,100
44830,Mount Remarkable (DC),5485,5485,1,100
44830,Mount Remarkable (DC),5495,5495,1,100
44830,Mount Remarkable (DC),5540,5540,0.0139191,1.39191
45040,Murray Bridge (RC),5253,5253,1,100
45040,Murray Bridge (RC),5254,5254,0.847457,84.7457
45040,Murray Bridge (RC),5259,5259,0.521583,52.1583
45090,Naracoorte and Lucindale (DC),5262,5262,1,100
45090,Naracoorte and Lucindale (DC),5271,5271,0.92096,92.096
45090,Naracoorte and Lucindale (DC),5272,5272,0.878252,87.8252
45120,Northern Areas (DC),5431,5431,0.186441,18.6441
45120,Northern Areas (DC),5454,5454,1,100
45120,Northern Areas (DC),5470,5470,1,100
45120,Northern Areas (DC),5471,5471,1,100
45120,Northern Areas (DC),5472,5472,1,100
45120,Northern Areas (DC),5473,5473,1,100
45120,Northern Areas (DC),5480,5480,1,100
45120,Northern Areas (DC),5490,5490,1,100
45120,Northern Areas (DC),5491,5491,1,100
45120,Northern Areas (DC),5523,5523,0.0675105,6.75105
45290,Norwood Payneham St Peters (C),5067,5067,0.708859,70.8859
45290,Norwood Payneham St Peters (C),5068,5068,0.45186,45.186
45290,Norwood Payneham St Peters (C),5069,5069,1,100
45290,Norwood Payneham St Peters (C),5070,5070,1,100
45340,Onkaparinga (C),5047,5047,0.0954047,9.54047
45340,Onkaparinga (C),5051,5051,0.223602,22.3602
45340,Onkaparinga (C),5153,5153,0.0316829,3.16829
45340,Onkaparinga (C),5157,5157,0.892571,89.2571
45340,Onkaparinga (C),5158,5158,0.0975051,9.75051
45340,Onkaparinga (C),5159,5159,1,100
45340,Onkaparinga (C),5160,5160,1,100
45340,Onkaparinga (C),5161,5161,1,100
45340,Onkaparinga (C),5162,5162,1,100
45340,Onkaparinga (C),5163,5163,1,100
45340,Onkaparinga (C),5164,5164,1,100
45340,Onkaparinga (C),5165,5165,1,100
45340,Onkaparinga (C),5166,5166,1,100
45340,Onkaparinga (C),5167,5167,1,99.9999
45340,Onkaparinga (C),5168,5168,1,100
45340,Onkaparinga (C),5169,5169,1,100
45340,Onkaparinga (C),5170,5170,1,100
45340,Onkaparinga (C),5171,5171,1,99.9999
45340,Onkaparinga (C),5172,5172,0.814794,81.4794
45340,Onkaparinga (C),5173,5173,1,100
45340,Onkaparinga (C),5174,5174,1,100
45400,Orroroo/Carrieton (DC),5431,5431,0.68305,68.305
45400,Orroroo/Carrieton (DC),5432,5432,1,100
45540,Peterborough (DC),5422,5422,0.999999,99.9999
45540,Peterborough (DC),5431,5431,0.130508,13.0508
45540,Peterborough (DC),5440,5440,0.18239,18.239
45680,Playford (C),5110,5110,0.120394,12.0394
45680,Playford (C),5112,5112,0.980516,98.0516
45680,Playford (C),5113,5113,1,100
45680,Playford (C),5114,5114,0.985794,98.5794
45680,Playford (C),5115,5115,0.886054,88.6054
45680,Playford (C),5117,5117,1,100
45680,Playford (C),5118,5118,0.0215301,2.15301
45680,Playford (C),5120,5120,1,100
45680,Playford (C),5121,5121,1,100
45890,Port Adelaide Enfield (C),5008,5008,0.391892,39.1892
45890,Port Adelaide Enfield (C),5010,5010,1,100
45890,Port Adelaide Enfield (C),5012,5012,0.585305,58.5305
45890,Port Adelaide Enfield (C),5013,5013,0.627489,62.7489
45890,Port Adelaide Enfield (C),5014,5014,0.326906,32.6906
45890,Port Adelaide Enfield (C),5015,5015,0.999373,99.9373
45890,Port Adelaide Enfield (C),5016,5016,1,100
45890,Port Adelaide Enfield (C),5017,5017,1,100
45890,Port Adelaide Enfield (C),5018,5018,0.999999,99.9999
45890,Port Adelaide Enfield (C),5019,5019,0.531749,53.1749
45890,Port Adelaide Enfield (C),5083,5083,0.393765,39.3765
45890,Port Adelaide Enfield (C),5084,5084,1,100
45890,Port Adelaide Enfield (C),5085,5085,1,100
45890,Port Adelaide Enfield (C),5086,5086,0.905443,90.5443
45890,Port Adelaide Enfield (C),5087,5087,1,100
45890,Port Adelaide Enfield (C),5088,5088,0.166502,16.6502
45890,Port Adelaide Enfield (C),5093,5093,0.220209,22.0209
45890,Port Adelaide Enfield (C),5094,5094,0.96375,96.375
45890,Port Adelaide Enfield (C),5098,5098,0.0292158,2.92158
46090,Port Augusta (C),5700,5700,1,100
46090,Port Augusta (C),5710,5710,0.671465,67.1465
46300,Port Lincoln (C),5606,5606,0.928323,92.8323
46450,Port Pirie City and Dists (M),5464,5464,0.335,33.5
46450,Port Pirie City and Dists (M),5521,5521,1,100
46450,Port Pirie City and Dists (M),5523,5523,0.932489,93.2489
46450,Port Pirie City and Dists (M),5540,5540,0.986081,98.6081
46510,Prospect (C),5081,5081,0.191571,19.1571
46510,Prospect (C),5082,5082,0.967728,96.7728
46510,Prospect (C),5083,5083,0.606234,60.6234
46670,Renmark Paringa (DC),5340,5340,1,100
46670,Renmark Paringa (DC),5341,5341,1,100
46670,Renmark Paringa (DC),5343,5343,0.0838859,8.38859
46860,Robe (DC),5272,5272,0.121747,12.1747
46860,Robe (DC),5275,5275,0.124857,12.4857
46860,Robe (DC),5276,5276,1,100
46970,Roxby Downs (M),5725,5725,1,100
47140,Salisbury (C),5093,5093,0.627208,62.7208
47140,Salisbury (C),5094,5094,0.03625,3.625
47140,Salisbury (C),5095,5095,0.999999,99.9999
47140,Salisbury (C),5096,5096,0.906231,90.6231
47140,Salisbury (C),5098,5098,0.970784,97.0784
47140,Salisbury (C),5106,5106,1,100
47140,Salisbury (C),5107,5107,1,100
47140,Salisbury (C),5108,5108,1,100
47140,Salisbury (C),5109,5109,0.964949,96.4949
47140,Salisbury (C),5110,5110,0.879605,87.9605
47140,Salisbury (C),5111,5111,1,100
47140,Salisbury (C),5112,5112,0.019484,1.9484
47290,Southern Mallee (DC),5301,5301,0.339437,33.9437
47290,Southern Mallee (DC),5302,5302,0.999999,99.9999
47290,Southern Mallee (DC),5303,5303,1,100
47290,Southern Mallee (DC),5304,5304,1,100
47290,Southern Mallee (DC),5307,5307,0.149218,14.9218
47490,Streaky Bay (DC),5655,5655,1,100
47490,Streaky Bay (DC),5661,5661,1,100
47490,Streaky Bay (DC),5671,5671,1,100
47490,Streaky Bay (DC),5680,5680,0.665592,66.5592
47630,Tatiara (DC),5267,5267,1,100
47630,Tatiara (DC),5268,5268,1,100
47630,Tatiara (DC),5269,5269,1,100
47630,Tatiara (DC),5270,5270,0.999999,99.9999
47630,Tatiara (DC),5271,5271,0.0476799,4.76799
47700,Tea Tree Gully (C),5075,5075,0.356091,35.6091
47700,Tea Tree Gully (C),5086,5086,0.0945565,9.45565
47700,Tea Tree Gully (C),5088,5088,0.833497,83.3497
47700,Tea Tree Gully (C),5089,5089,1,99.9999
47700,Tea Tree Gully (C),5090,5090,1,100
47700,Tea Tree Gully (C),5091,5091,1,100
47700,Tea Tree Gully (C),5092,5092,1,100
47700,Tea Tree Gully (C),5093,5093,0.152582,15.2582
47700,Tea Tree Gully (C),5096,5096,0.0937694,9.37694
47700,Tea Tree Gully (C),5097,5097,1,100
47700,Tea Tree Gully (C),5109,5109,0.0350512,3.50512
47700,Tea Tree Gully (C),5125,5125,1,100
47700,Tea Tree Gully (C),5126,5126,1,100
47700,Tea Tree Gully (C),5127,5127,1,100
47800,The Coorong (DC),5259,5259,0.478418,47.8417
47800,The Coorong (DC),5260,5260,1,100
47800,The Coorong (DC),5261,5261,1,100
47800,The Coorong (DC),5264,5264,0.994695,99.4695
47800,The Coorong (DC),5265,5265,1,100
47800,The Coorong (DC),5266,5266,1,100
47800,The Coorong (DC),5275,5275,0.0710195,7.10195
47800,The Coorong (DC),5301,5301,0.660564,66.0564
47910,Tumby Bay (DC),5604,5604,1,100
47910,Tumby Bay (DC),5605,5605,1,100
47910,Tumby Bay (DC),5607,5607,0.137553,13.7553
47980,Unley (C),5034,5034,1,100
47980,Unley (C),5035,5035,0.763219,76.3219
47980,Unley (C),5061,5061,1,100
47980,Unley (C),5063,5063,0.869981,86.9981
47980,Unley (C),5064,5064,0.295424,29.5424
48050,Victor Harbor (C),5211,5211,0.95992,95.992
48130,Wakefield (DC),5401,5401,1,100
48130,Wakefield (DC),5453,5453,0.062611,6.2611
48130,Wakefield (DC),5460,5460,1,100
48130,Wakefield (DC),5461,5461,0.999999,99.9999
48130,Wakefield (DC),5462,5462,1,100
48130,Wakefield (DC),5464,5464,0.665,66.5
48130,Wakefield (DC),5510,5510,1,100
48130,Wakefield (DC),5520,5520,1,100
48130,Wakefield (DC),5550,5550,1,100
48130,Wakefield (DC),5555,5555,0.27592,27.592
48260,Walkerville (M),5081,5081,0.80843,80.843
48340,Wattle Range (DC),5277,5277,0.867432,86.7432
48340,Wattle Range (DC),5278,5278,1,100
48340,Wattle Range (DC),5279,5279,1,100
48340,Wattle Range (DC),5280,5280,1,100
48340,Wattle Range (DC),5291,5291,0.104962,10.4962
48410,West Torrens (C),5024,5024,0.340186,34.0186
48410,West Torrens (C),5031,5031,1,100
48410,West Torrens (C),5032,5032,1,100
48410,West Torrens (C),5033,5033,1,100
48410,West Torrens (C),5035,5035,0.236781,23.6781
48410,West Torrens (C),5037,5037,0.833995,83.3995
