,place_id,crime_id,average_incident
0,0,A20,56.0
1,0,A50,9.4
2,0,A70,7.0
3,0,A80,3.333333333333333
4,0,B10,3.25
5,0,B20,77.6
6,0,B30,112.3
7,0,B40,449.3
8,0,B50,80.8
9,0,B60,1.0
10,0,C10,13.2
11,0,C20,2.1666666666666665
12,0,C30,38.5
13,0,D10,27.5
14,0,D20,26.7
15,0,D30,3.375
16,0,E10,6.3
17,0,E20,43.1
18,0,F20,1.3333333333333333
19,0,F30,1.25
20,0,F90,41.333333333333336
21,0,Other,10.4
22,1,A20,56.0
23,1,A50,9.4
24,1,A70,7.0
25,1,A80,3.333333333333333
26,1,B10,3.25
27,1,B20,77.6
28,1,B30,112.3
29,1,B40,449.3
30,1,B50,80.8
31,1,B60,1.0
32,1,C10,13.2
33,1,C20,2.1666666666666665
34,1,C30,38.5
35,1,D10,27.5
36,1,D20,26.7
37,1,D30,3.375
38,1,E10,6.3
39,1,E20,43.1
40,1,F20,1.3333333333333333
41,1,F30,1.25
42,1,F90,41.333333333333336
43,1,Other,10.4
44,2,A20,56.0
45,2,A50,9.4
46,2,A70,7.0
47,2,A80,3.333333333333333
48,2,B10,3.25
49,2,B20,77.6
50,2,B30,112.3
51,2,B40,449.3
52,2,B50,80.8
53,2,B60,1.0
54,2,C10,13.2
55,2,C20,2.1666666666666665
56,2,C30,38.5
57,2,D10,27.5
58,2,D20,26.7
59,2,D30,3.375
60,2,E10,6.3
61,2,E20,43.1
62,2,F20,1.3333333333333333
63,2,F30,1.25
64,2,F90,41.333333333333336
65,2,Other,10.4
66,0,A20,8.6
67,0,A50,1.4285714285714286
68,0,A70,2.1111111111111107
69,0,A80,1.25
70,0,B10,1.0
71,0,B20,13.8
72,0,B30,20.1
73,0,B40,51.4
74,0,B50,2.0
75,0,C10,1.0
76,0,C20,1.0
77,0,C30,2.888888888888889
78,0,D10,1.6666666666666667
79,0,D20,2.1666666666666665
80,0,E10,1.6
81,0,E20,8.777777777777779
82,0,F90,4.0
83,0,Other,2.0
84,1,A20,8.6
85,1,A50,1.4285714285714286
86,1,A70,2.1111111111111107
87,1,A80,1.25
88,1,B10,1.0
89,1,B20,13.8
90,1,B30,20.1
91,1,B40,51.4
92,1,B50,2.0
93,1,C10,1.0
94,1,C20,1.0
95,1,C30,2.888888888888889
96,1,D10,1.6666666666666667
97,1,D20,2.1666666666666665
98,1,E10,1.6
99,1,E20,8.777777777777779
100,1,F90,4.0
101,1,Other,2.0
102,2,A20,8.6
103,2,A50,1.4285714285714286
104,2,A70,2.1111111111111107
105,2,A80,1.25
106,2,B10,1.0
107,2,B20,13.8
108,2,B30,20.1
109,2,B40,51.4
110,2,B50,2.0
111,2,C10,1.0
112,2,C20,1.0
113,2,C30,2.888888888888889
114,2,D10,1.6666666666666667
115,2,D20,2.1666666666666665
116,2,E10,1.6
117,2,E20,8.777777777777779
118,2,F90,4.0
119,2,Other,2.0
120,0,A20,37.9
121,0,A50,3.7
122,0,A70,7.9
123,0,A80,4.4
124,0,B10,3.4444444444444446
125,0,B20,46.6
126,0,B30,72.5
127,0,B40,354.3
128,0,B50,62.1
129,0,C10,5.9
130,0,C20,3.4
131,0,C30,18.4
132,0,D10,15.1
133,0,D20,9.3
134,0,D30,2.6666666666666665
135,0,E10,8.7
136,0,E20,36.3
137,0,F90,10.2
138,0,Other,8.0
139,1,A20,37.9
140,1,A50,3.7
141,1,A70,7.9
142,1,A80,4.4
143,1,B10,3.4444444444444446
144,1,B20,46.6
145,1,B30,72.5
146,1,B40,354.3
147,1,B50,62.1
148,1,C10,5.9
149,1,C20,3.4
150,1,C30,18.4
151,1,D10,15.1
152,1,D20,9.3
153,1,D30,2.6666666666666665
154,1,E10,8.7
155,1,E20,36.3
156,1,F90,10.2
157,1,Other,8.0
158,2,A20,37.9
159,2,A50,3.7
160,2,A70,7.9
161,2,A80,4.4
162,2,B10,3.4444444444444446
163,2,B20,46.6
164,2,B30,72.5
165,2,B40,354.3
166,2,B50,62.1
167,2,C10,5.9
168,2,C20,3.4
169,2,C30,18.4
170,2,D10,15.1
171,2,D20,9.3
172,2,D30,2.6666666666666665
173,2,E10,8.7
174,2,E20,36.3
175,2,F90,10.2
176,2,Other,8.0
177,0,A20,35.8
178,0,A50,3.0
179,0,A70,8.0
180,0,A80,2.6
181,0,B10,3.7777777777777777
182,0,B20,29.3
183,0,B30,40.7
184,0,B40,109.2
185,0,B50,11.8
186,0,C10,3.6
187,0,C20,2.8
188,0,C30,8.5
189,0,D10,5.8
190,0,D20,2.571428571428572
191,0,D30,1.4
192,0,E10,3.75
193,0,E20,21.4
194,0,F30,1.0
195,0,F90,6.5
196,0,Other,3.8
197,1,A20,35.8
198,1,A50,3.0
199,1,A70,8.0
200,1,A80,2.6
201,1,B10,3.7777777777777777
202,1,B20,29.3
203,1,B30,40.7
204,1,B40,109.2
205,1,B50,11.8
206,1,C10,3.6
207,1,C20,2.8
208,1,C30,8.5
209,1,D10,5.8
210,1,D20,2.571428571428572
211,1,D30,1.4
212,1,E10,3.75
213,1,E20,21.4
214,1,F30,1.0
215,1,F90,6.5
216,1,Other,3.8
217,2,A20,35.8
218,2,A50,3.0
219,2,A70,8.0
220,2,A80,2.6
221,2,B10,3.7777777777777777
222,2,B20,29.3
223,2,B30,40.7
224,2,B40,109.2
225,2,B50,11.8
226,2,C10,3.6
227,2,C20,2.8
228,2,C30,8.5
229,2,D10,5.8
230,2,D20,2.571428571428572
231,2,D30,1.4
232,2,E10,3.75
233,2,E20,21.4
234,2,F30,1.0
235,2,F90,6.5
236,2,Other,3.8
237,0,A20,24.0
238,0,A50,3.4
239,0,A70,3.1
240,0,A80,2.4285714285714284
241,0,B10,2.5
242,0,B20,41.3
243,0,B30,50.5
244,0,B40,273.7
245,0,B50,17.8
246,0,C10,1.6
247,0,C20,1.0
248,0,C30,5.9
249,0,D10,3.7
250,0,D20,17.9
251,0,D30,2.25
252,0,E10,3.111111111111111
253,0,E20,11.3
254,0,F20,1.0
255,0,F30,1.3333333333333333
256,0,F90,33.5
257,0,Other,7.1
258,1,A20,24.0
259,1,A50,3.4
260,1,A70,3.1
261,1,A80,2.4285714285714284
262,1,B10,2.5
263,1,B20,41.3
264,1,B30,50.5
265,1,B40,273.7
266,1,B50,17.8
267,1,C10,1.6
268,1,C20,1.0
269,1,C30,5.9
270,1,D10,3.7
271,1,D20,17.9
272,1,D30,2.25
273,1,E10,3.111111111111111
274,1,E20,11.3
275,1,F20,1.0
276,1,F30,1.3333333333333333
277,1,F90,33.5
278,1,Other,7.1
279,2,A20,24.0
280,2,A50,3.4
281,2,A70,3.1
282,2,A80,2.4285714285714284
283,2,B10,2.5
284,2,B20,41.3
285,2,B30,50.5
286,2,B40,273.7
287,2,B50,17.8
288,2,C10,1.6
289,2,C20,1.0
290,2,C30,5.9
291,2,D10,3.7
292,2,D20,17.9
293,2,D30,2.25
294,2,E10,3.111111111111111
295,2,E20,11.3
296,2,F20,1.0
297,2,F30,1.3333333333333333
298,2,F90,33.5
299,2,Other,7.1
300,0,A20,39.9
301,0,A50,11.4
302,0,A70,4.1
303,0,A80,2.1
304,0,B10,4.625
305,0,B20,44.5
306,0,B30,71.5
307,0,B40,172.9
308,0,B50,9.7
309,0,C10,3.3
310,0,C20,2.0
311,0,C30,9.8
312,0,D10,7.5
313,0,D20,7.0
314,0,D30,1.7142857142857142
315,0,E10,5.333333333333333
316,0,E20,16.2
317,0,F20,1.6666666666666667
318,0,F90,10.0
319,0,Other,6.7
320,1,A20,39.9
321,1,A50,11.4
322,1,A70,4.1
323,1,A80,2.1
324,1,B10,4.625
325,1,B20,44.5
326,1,B30,71.5
327,1,B40,172.9
328,1,B50,9.7
329,1,C10,3.3
330,1,C20,2.0
331,1,C30,9.8
332,1,D10,7.5
333,1,D20,7.0
334,1,D30,1.7142857142857142
335,1,E10,5.333333333333333
336,1,E20,16.2
337,1,F20,1.6666666666666667
338,1,F90,10.0
339,1,Other,6.7
340,2,A20,39.9
341,2,A50,11.4
342,2,A70,4.1
343,2,A80,2.1
344,2,B10,4.625
345,2,B20,44.5
346,2,B30,71.5
347,2,B40,172.9
348,2,B50,9.7
349,2,C10,3.3
350,2,C20,2.0
351,2,C30,9.8
352,2,D10,7.5
353,2,D20,7.0
354,2,D30,1.7142857142857142
355,2,E10,5.333333333333333
356,2,E20,16.2
357,2,F20,1.6666666666666667
358,2,F90,10.0
359,2,Other,6.7
360,0,A20,7.2
361,0,A50,1.6666666666666667
362,0,A70,2.2857142857142856
363,0,A80,1.0
364,0,B10,2.4
365,0,B20,16.5
366,0,B30,24.2
367,0,B40,88.2
368,0,B50,4.1
369,0,C10,1.6666666666666667
370,0,C20,1.0
371,0,C30,2.8
372,0,C90,2.0
373,0,D10,1.875
374,0,D20,3.0
375,0,D30,1.0
376,0,E10,1.0
377,0,E20,4.4444444444444455
378,0,F20,1.0
379,0,F30,1.0
380,0,F90,5.0
381,0,Other,2.555555555555556
382,0,A20,4.3
383,0,A50,1.0
384,0,A70,2.0
385,0,A80,1.0
386,0,B10,1.0
387,0,B20,5.3
388,0,B30,19.8
389,0,B40,40.8
390,0,B50,1.8888888888888888
391,0,C10,1.5
392,0,C30,1.375
393,0,D10,1.0
394,0,D20,1.5
395,0,D30,1.0
396,0,E10,2.0
397,0,E20,2.75
398,0,F90,2.0
399,0,Other,1.5555555555555556
400,1,A20,7.2
401,1,A50,1.6666666666666667
402,1,A70,2.2857142857142856
403,1,A80,1.0
404,1,B10,2.4
405,1,B20,16.5
406,1,B30,24.2
407,1,B40,88.2
408,1,B50,4.1
409,1,C10,1.6666666666666667
410,1,C20,1.0
411,1,C30,2.8
412,1,C90,2.0
413,1,D10,1.875
414,1,D20,3.0
415,1,D30,1.0
416,1,E10,1.0
417,1,E20,4.4444444444444455
418,1,F20,1.0
419,1,F30,1.0
420,1,F90,5.0
421,1,Other,2.555555555555556
422,1,A20,4.3
423,1,A50,1.0
424,1,A70,2.0
425,1,A80,1.0
426,1,B10,1.0
427,1,B20,5.3
428,1,B30,19.8
429,1,B40,40.8
430,1,B50,1.8888888888888888
431,1,C10,1.5
432,1,C30,1.375
433,1,D10,1.0
434,1,D20,1.5
435,1,D30,1.0
436,1,E10,2.0
437,1,E20,2.75
438,1,F90,2.0
439,1,Other,1.5555555555555556
440,2,A20,7.2
441,2,A50,1.6666666666666667
442,2,A70,2.2857142857142856
443,2,A80,1.0
444,2,B10,2.4
445,2,B20,16.5
446,2,B30,24.2
447,2,B40,88.2
448,2,B50,4.1
449,2,C10,1.6666666666666667
450,2,C20,1.0
451,2,C30,2.8
452,2,C90,2.0
453,2,D10,1.875
454,2,D20,3.0
455,2,D30,1.0
456,2,E10,1.0
457,2,E20,4.4444444444444455
458,2,F20,1.0
459,2,F30,1.0
460,2,F90,5.0
461,2,Other,2.555555555555556
462,2,A20,4.3
463,2,A50,1.0
464,2,A70,2.0
465,2,A80,1.0
466,2,B10,1.0
467,2,B20,5.3
468,2,B30,19.8
469,2,B40,40.8
470,2,B50,1.8888888888888888
471,2,C10,1.5
472,2,C30,1.375
473,2,D10,1.0
474,2,D20,1.5
475,2,D30,1.0
476,2,E10,2.0
477,2,E20,2.75
478,2,F90,2.0
479,2,Other,1.5555555555555556
480,0,A20,56.1
481,0,A50,5.2
482,0,A70,10.1
483,0,A80,6.0
484,0,B10,7.5555555555555545
485,0,B20,77.4
486,0,B30,67.3
487,0,B40,239.3
488,0,B50,24.1
489,0,C10,3.1
490,0,C20,1.8888888888888888
491,0,C30,16.9
492,0,D10,13.6
493,0,D20,26.8
494,0,D30,3.888888888888889
495,0,E10,8.2
496,0,E20,32.0
497,0,F10,1.0
498,0,F20,2.6666666666666665
499,0,F30,1.0
500,0,F90,15.0
501,0,Other,12.0
502,1,A20,56.1
503,1,A50,5.2
504,1,A70,10.1
505,1,A80,6.0
506,1,B10,7.5555555555555545
507,1,B20,77.4
508,1,B30,67.3
509,1,B40,239.3
510,1,B50,24.1
511,1,C10,3.1
512,1,C20,1.8888888888888888
513,1,C30,16.9
514,1,D10,13.6
515,1,D20,26.8
516,1,D30,3.888888888888889
517,1,E10,8.2
518,1,E20,32.0
519,1,F10,1.0
520,1,F20,2.6666666666666665
521,1,F30,1.0
522,1,F90,15.0
523,1,Other,12.0
524,2,A20,56.1
525,2,A50,5.2
526,2,A70,10.1
527,2,A80,6.0
528,2,B10,7.5555555555555545
529,2,B20,77.4
530,2,B30,67.3
531,2,B40,239.3
532,2,B50,24.1
533,2,C10,3.1
534,2,C20,1.8888888888888888
535,2,C30,16.9
536,2,D10,13.6
537,2,D20,26.8
538,2,D30,3.888888888888889
539,2,E10,8.2
540,2,E20,32.0
541,2,F10,1.0
542,2,F20,2.6666666666666665
543,2,F30,1.0
544,2,F90,15.0
545,2,Other,12.0
546,0,A20,85.4
547,0,A50,4.0
548,0,A70,15.7
549,0,A80,7.5
550,0,B10,6.4
551,0,B20,81.5
552,0,B30,73.6
553,0,B40,319.0
554,0,B50,30.0
555,0,B60,1.0
556,0,C10,6.9
557,0,C20,4.5555555555555545
558,0,C30,19.4
559,0,D10,15.0
560,0,D20,9.6
561,0,D30,2.375
562,0,D40,1.0
563,0,E10,6.8
564,0,E20,56.9
565,0,F20,1.0
566,0,F30,1.0
567,0,F90,8.833333333333334
568,0,Other,12.4
569,1,A20,85.4
570,1,A50,4.0
571,1,A70,15.7
572,1,A80,7.5
573,1,B10,6.4
574,1,B20,81.5
575,1,B30,73.6
576,1,B40,319.0
577,1,B50,30.0
578,1,B60,1.0
579,1,C10,6.9
580,1,C20,4.5555555555555545
581,1,C30,19.4
582,1,D10,15.0
583,1,D20,9.6
584,1,D30,2.375
585,1,D40,1.0
586,1,E10,6.8
587,1,E20,56.9
588,1,F20,1.0
589,1,F30,1.0
590,1,F90,8.833333333333334
591,1,Other,12.4
592,2,A20,85.4
593,2,A50,4.0
594,2,A70,15.7
595,2,A80,7.5
596,2,B10,6.4
597,2,B20,81.5
598,2,B30,73.6
599,2,B40,319.0
600,2,B50,30.0
601,2,B60,1.0
602,2,C10,6.9
603,2,C20,4.5555555555555545
604,2,C30,19.4
605,2,D10,15.0
606,2,D20,9.6
607,2,D30,2.375
608,2,D40,1.0
609,2,E10,6.8
610,2,E20,56.9
611,2,F20,1.0
612,2,F30,1.0
613,2,F90,8.833333333333334
614,2,Other,12.4
615,0,A20,81.6
616,0,A50,5.5
617,0,A70,16.9
618,0,A80,10.1
619,0,B10,5.5
620,0,B20,80.6
621,0,B30,82.0
622,0,B40,381.9
623,0,B50,64.9
624,0,C10,6.0
625,0,C20,1.8888888888888888
626,0,C30,34.2
627,0,D10,20.5
628,0,D20,15.8
629,0,D30,4.6
630,0,E10,13.7
631,0,E20,67.9
632,0,F10,1.0
633,0,F20,1.0
634,0,F30,1.25
635,0,F90,17.142857142857142
636,0,Other,15.6
637,1,A20,81.6
638,1,A50,5.5
639,1,A70,16.9
640,1,A80,10.1
641,1,B10,5.5
642,1,B20,80.6
643,1,B30,82.0
644,1,B40,381.9
645,1,B50,64.9
646,1,C10,6.0
647,1,C20,1.8888888888888888
648,1,C30,34.2
649,1,D10,20.5
650,1,D20,15.8
651,1,D30,4.6
652,1,E10,13.7
653,1,E20,67.9
654,1,F10,1.0
655,1,F20,1.0
656,1,F30,1.25
657,1,F90,17.142857142857142
658,1,Other,15.6
659,2,A20,81.6
660,2,A50,5.5
661,2,A70,16.9
662,2,A80,10.1
663,2,B10,5.5
664,2,B20,80.6
665,2,B30,82.0
666,2,B40,381.9
667,2,B50,64.9
668,2,C10,6.0
669,2,C20,1.8888888888888888
670,2,C30,34.2
671,2,D10,20.5
672,2,D20,15.8
673,2,D30,4.6
674,2,E10,13.7
675,2,E20,67.9
676,2,F10,1.0
677,2,F20,1.0
678,2,F30,1.25
679,2,F90,17.142857142857142
680,2,Other,15.6
681,0,A20,27.5
682,0,A50,2.4285714285714284
683,0,A70,4.6
684,0,A80,3.333333333333333
685,0,B10,1.8
686,0,B20,24.1
687,0,B30,43.2
688,0,B40,144.4
689,0,B50,18.9
690,0,C10,4.222222222222221
691,0,C20,2.1
692,0,C30,6.3
693,0,D10,4.888888888888889
694,0,D20,2.333333333333333
695,0,D30,1.8
696,0,E10,3.0
697,0,E20,15.0
698,0,F90,6.0
699,0,Other,5.222222222222221
700,1,A20,27.5
701,1,A50,2.4285714285714284
702,1,A70,4.6
703,1,A80,3.333333333333333
704,1,B10,1.8
705,1,B20,24.1
706,1,B30,43.2
707,1,B40,144.4
708,1,B50,18.9
709,1,C10,4.222222222222221
710,1,C20,2.1
711,1,C30,6.3
712,1,D10,4.888888888888889
713,1,D20,2.333333333333333
714,1,D30,1.8
715,1,E10,3.0
716,1,E20,15.0
717,1,F90,6.0
718,1,Other,5.222222222222221
719,2,A20,27.5
720,2,A50,2.4285714285714284
721,2,A70,4.6
722,2,A80,3.333333333333333
723,2,B10,1.8
724,2,B20,24.1
725,2,B30,43.2
726,2,B40,144.4
727,2,B50,18.9
728,2,C10,4.222222222222221
729,2,C20,2.1
730,2,C30,6.3
731,2,D10,4.888888888888889
732,2,D20,2.333333333333333
733,2,D30,1.8
734,2,E10,3.0
735,2,E20,15.0
736,2,F90,6.0
737,2,Other,5.222222222222221
738,0,A20,26.3
739,0,A50,1.875
740,0,A70,4.5
741,0,A80,2.5
742,0,B10,1.8333333333333333
743,0,B20,45.5
744,0,B30,76.7
745,0,B40,232.0
746,0,B50,20.5
747,0,C10,2.4
748,0,C20,1.3333333333333333
749,0,C30,6.5
750,0,D10,3.7
751,0,D20,9.9
752,0,D30,1.8571428571428568
753,0,E10,3.6666666666666665
754,0,E20,14.5
755,0,F20,2.0
756,0,F30,1.0
757,0,F90,8.5
758,0,Other,6.8
759,1,A20,26.3
760,1,A50,1.875
761,1,A70,4.5
762,1,A80,2.5
763,1,B10,1.8333333333333333
764,1,B20,45.5
765,1,B30,76.7
766,1,B40,232.0
767,1,B50,20.5
768,1,C10,2.4
769,1,C20,1.3333333333333333
770,1,C30,6.5
771,1,D10,3.7
772,1,D20,9.9
773,1,D30,1.8571428571428568
774,1,E10,3.6666666666666665
775,1,E20,14.5
776,1,F20,2.0
777,1,F30,1.0
778,1,F90,8.5
779,1,Other,6.8
780,2,A20,26.3
781,2,A50,1.875
782,2,A70,4.5
783,2,A80,2.5
784,2,B10,1.8333333333333333
785,2,B20,45.5
786,2,B30,76.7
787,2,B40,232.0
788,2,B50,20.5
789,2,C10,2.4
790,2,C20,1.3333333333333333
791,2,C30,6.5
792,2,D10,3.7
793,2,D20,9.9
794,2,D30,1.8571428571428568
795,2,E10,3.6666666666666665
796,2,E20,14.5
797,2,F20,2.0
798,2,F30,1.0
799,2,F90,8.5
800,2,Other,6.8
801,0,A20,100.2
802,0,A50,16.9
803,0,A70,17.0
804,0,A80,4.4
805,0,B10,4.9
806,0,B20,97.2
807,0,B30,121.4
808,0,B40,433.4
809,0,B50,37.5
810,0,C10,11.7
811,0,C20,2.4285714285714284
812,0,C30,76.5
813,0,C90,1.0
814,0,D10,23.0
815,0,D20,30.0
816,0,D30,5.111111111111111
817,0,D40,1.0
818,0,E10,10.3
819,0,E20,49.1
820,0,F20,1.5
821,0,F30,1.6666666666666667
822,0,F90,25.4
823,0,Other,18.9
824,1,A20,100.2
825,1,A50,16.9
826,1,A70,17.0
827,1,A80,4.4
828,1,B10,4.9
829,1,B20,97.2
830,1,B30,121.4
831,1,B40,433.4
832,1,B50,37.5
833,1,C10,11.7
834,1,C20,2.4285714285714284
835,1,C30,76.5
836,1,C90,1.0
837,1,D10,23.0
838,1,D20,30.0
839,1,D30,5.111111111111111
840,1,D40,1.0
841,1,E10,10.3
842,1,E20,49.1
843,1,F20,1.5
844,1,F30,1.6666666666666667
845,1,F90,25.4
846,1,Other,18.9
847,2,A20,100.2
848,2,A50,16.9
849,2,A70,17.0
850,2,A80,4.4
851,2,B10,4.9
852,2,B20,97.2
853,2,B30,121.4
854,2,B40,433.4
855,2,B50,37.5
856,2,C10,11.7
857,2,C20,2.4285714285714284
858,2,C30,76.5
859,2,C90,1.0
860,2,D10,23.0
861,2,D20,30.0
862,2,D30,5.111111111111111
863,2,D40,1.0
864,2,E10,10.3
865,2,E20,49.1
866,2,F20,1.5
867,2,F30,1.6666666666666667
868,2,F90,25.4
869,2,Other,18.9
870,0,B20,1.0
871,0,C30,1.3333333333333333
872,0,A20,26.7
873,0,A50,2.6666666666666665
874,0,A70,4.777777777777779
875,0,A80,2.625
876,0,B10,3.2222222222222223
877,0,B20,52.6
878,0,B30,61.5
879,0,B40,140.7
880,0,B50,13.8
881,0,C10,2.6666666666666665
882,0,C20,2.0
883,0,C30,9.5
884,0,D10,5.4
885,0,D20,6.0
886,0,D30,1.8333333333333333
887,0,E10,6.0
888,0,E20,21.4
889,0,F20,1.75
890,0,F30,1.0
891,0,F90,22.0
892,0,Other,6.6
893,1,B20,1.0
894,1,C30,1.3333333333333333
895,1,A20,26.7
896,1,A50,2.6666666666666665
897,1,A70,4.777777777777779
898,1,A80,2.625
899,1,B10,3.2222222222222223
900,1,B20,52.6
901,1,B30,61.5
902,1,B40,140.7
903,1,B50,13.8
904,1,C10,2.6666666666666665
905,1,C20,2.0
906,1,C30,9.5
907,1,D10,5.4
908,1,D20,6.0
909,1,D30,1.8333333333333333
910,1,E10,6.0
911,1,E20,21.4
912,1,F20,1.75
913,1,F30,1.0
914,1,F90,22.0
915,1,Other,6.6
916,2,B20,1.0
917,2,C30,1.3333333333333333
918,2,A20,26.7
919,2,A50,2.6666666666666665
920,2,A70,4.777777777777779
921,2,A80,2.625
922,2,B10,3.2222222222222223
923,2,B20,52.6
924,2,B30,61.5
925,2,B40,140.7
926,2,B50,13.8
927,2,C10,2.6666666666666665
928,2,C20,2.0
929,2,C30,9.5
930,2,D10,5.4
931,2,D20,6.0
932,2,D30,1.8333333333333333
933,2,E10,6.0
934,2,E20,21.4
935,2,F20,1.75
936,2,F30,1.0
937,2,F90,22.0
938,2,Other,6.6
939,0,A20,32.1
940,0,A50,3.333333333333333
941,0,A70,5.1
942,0,A80,2.375
943,0,B10,3.0
944,0,B20,40.3
945,0,B30,52.3
946,0,B40,137.3
947,0,B50,20.3
948,0,C10,3.125
949,0,C20,1.5
950,0,C30,9.1
951,0,D10,7.5
952,0,D20,5.111111111111111
953,0,D30,2.0
954,0,E10,7.5
955,0,E20,22.8
956,0,F20,1.0
957,0,F30,1.0
958,0,F90,36.5
959,0,Other,6.1
960,1,A20,32.1
961,1,A50,3.333333333333333
962,1,A70,5.1
963,1,A80,2.375
964,1,B10,3.0
965,1,B20,40.3
966,1,B30,52.3
967,1,B40,137.3
968,1,B50,20.3
969,1,C10,3.125
970,1,C20,1.5
971,1,C30,9.1
972,1,D10,7.5
973,1,D20,5.111111111111111
974,1,D30,2.0
975,1,E10,7.5
976,1,E20,22.8
977,1,F20,1.0
978,1,F30,1.0
979,1,F90,36.5
980,1,Other,6.1
981,2,A20,32.1
982,2,A50,3.333333333333333
983,2,A70,5.1
984,2,A80,2.375
985,2,B10,3.0
986,2,B20,40.3
987,2,B30,52.3
988,2,B40,137.3
989,2,B50,20.3
990,2,C10,3.125
991,2,C20,1.5
992,2,C30,9.1
993,2,D10,7.5
994,2,D20,5.111111111111111
995,2,D30,2.0
996,2,E10,7.5
997,2,E20,22.8
998,2,F20,1.0
999,2,F30,1.0
1000,2,F90,36.5
1001,2,Other,6.1
1002,0,A20,19.9
1003,0,A50,1.25
1004,0,A70,4.0
1005,0,A80,3.0
1006,0,B10,1.8571428571428568
1007,0,B20,26.2
1008,0,B30,30.0
1009,0,B40,94.5
1010,0,B50,5.8
1011,0,C10,1.9
1012,0,C20,1.25
1013,0,C30,6.7
1014,0,D10,6.2
1015,0,D20,8.2
1016,0,D30,2.0
1017,0,E10,2.875
1018,0,E20,13.2
1019,0,F20,1.3333333333333333
1020,0,F90,13.0
1021,0,Other,5.5
1022,1,A20,19.9
1023,1,A50,1.25
1024,1,A70,4.0
1025,1,A80,3.0
1026,1,B10,1.8571428571428568
1027,1,B20,26.2
1028,1,B30,30.0
1029,1,B40,94.5
1030,1,B50,5.8
1031,1,C10,1.9
1032,1,C20,1.25
1033,1,C30,6.7
1034,1,D10,6.2
1035,1,D20,8.2
1036,1,D30,2.0
1037,1,E10,2.875
1038,1,E20,13.2
1039,1,F20,1.3333333333333333
1040,1,F90,13.0
1041,1,Other,5.5
1042,2,A20,19.9
1043,2,A50,1.25
1044,2,A70,4.0
1045,2,A80,3.0
1046,2,B10,1.8571428571428568
1047,2,B20,26.2
1048,2,B30,30.0
1049,2,B40,94.5
1050,2,B50,5.8
1051,2,C10,1.9
1052,2,C20,1.25
1053,2,C30,6.7
1054,2,D10,6.2
1055,2,D20,8.2
1056,2,D30,2.0
1057,2,E10,2.875
1058,2,E20,13.2
1059,2,F20,1.3333333333333333
1060,2,F90,13.0
1061,2,Other,5.5
1062,0,A20,11.0
1063,0,A50,1.0
1064,0,A70,3.5
1065,0,A80,2.0
1066,0,B10,1.4
1067,0,B20,12.1
1068,0,B30,14.0
1069,0,B40,70.8
1070,0,B50,7.2
1071,0,C10,1.2857142857142858
1072,0,C20,1.0
1073,0,C30,3.4
1074,0,D10,2.0
1075,0,D20,2.5
1076,0,D30,1.3333333333333333
1077,0,E10,2.333333333333333
1078,0,E20,5.9
1079,0,F90,5.5
1080,0,Other,2.7
1081,1,A20,11.0
1082,1,A50,1.0
1083,1,A70,3.5
1084,1,A80,2.0
1085,1,B10,1.4
1086,1,B20,12.1
1087,1,B30,14.0
1088,1,B40,70.8
1089,1,B50,7.2
1090,1,C10,1.2857142857142858
1091,1,C20,1.0
1092,1,C30,3.4
1093,1,D10,2.0
1094,1,D20,2.5
1095,1,D30,1.3333333333333333
1096,1,E10,2.333333333333333
1097,1,E20,5.9
1098,1,F90,5.5
1099,1,Other,2.7
1100,2,A20,11.0
1101,2,A50,1.0
1102,2,A70,3.5
1103,2,A80,2.0
1104,2,B10,1.4
1105,2,B20,12.1
1106,2,B30,14.0
1107,2,B40,70.8
1108,2,B50,7.2
1109,2,C10,1.2857142857142858
1110,2,C20,1.0
1111,2,C30,3.4
1112,2,D10,2.0
1113,2,D20,2.5
1114,2,D30,1.3333333333333333
1115,2,E10,2.333333333333333
1116,2,E20,5.9
1117,2,F90,5.5
1118,2,Other,2.7
1119,0,A20,7.1
1120,0,A50,1.0
1121,0,A70,2.125
1122,0,A80,1.5714285714285714
1123,0,B10,2.555555555555556
1124,0,B20,7.9
1125,0,B30,17.6
1126,0,B40,39.5
1127,0,B50,2.0
1128,0,C10,1.3333333333333333
1129,0,C20,1.0
1130,0,C30,1.7142857142857142
1131,0,D10,2.0
1132,0,D20,1.5
1133,0,D30,1.3333333333333333
1134,0,E10,2.0
1135,0,E20,2.9
1136,0,F90,2.5
1137,0,Other,1.625
1138,1,A20,7.1
1139,1,A50,1.0
1140,1,A70,2.125
1141,1,A80,1.5714285714285714
1142,1,B10,2.555555555555556
1143,1,B20,7.9
1144,1,B30,17.6
1145,1,B40,39.5
1146,1,B50,2.0
1147,1,C10,1.3333333333333333
1148,1,C20,1.0
1149,1,C30,1.7142857142857142
1150,1,D10,2.0
1151,1,D20,1.5
1152,1,D30,1.3333333333333333
1153,1,E10,2.0
1154,1,E20,2.9
1155,1,F90,2.5
1156,1,Other,1.625
1157,2,A20,7.1
1158,2,A50,1.0
1159,2,A70,2.125
1160,2,A80,1.5714285714285714
1161,2,B10,2.555555555555556
1162,2,B20,7.9
1163,2,B30,17.6
1164,2,B40,39.5
1165,2,B50,2.0
1166,2,C10,1.3333333333333333
1167,2,C20,1.0
1168,2,C30,1.7142857142857142
1169,2,D10,2.0
1170,2,D20,1.5
